,bpi,disclaimer,time
2016-12-25,894.4825,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-26,902.5538,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-27,931.1138,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-28,978.0088,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-29,969.625,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-30,960.4713,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-31,968.2275,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-01,997.6888,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-02,1018.05,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-03,1030.8175,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-04,1129.87,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-05,1005.815,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-06,895.67,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-07,905.17,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-08,913.5238,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-09,899.35,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-10,904.7925,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-11,775.9813,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-12,802.8288,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-13,826.1213,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-14,818.6388,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-15,822.4225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-16,830.2638,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-17,904.4538,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-18,884.2513,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-19,898.0213,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-20,891.6238,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-21,920.0113,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-22,925.3313,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-23,912.6875,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-24,885.6475,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-25,894.11,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-26,915.1,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-27,918.5625,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-28,920.28,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-29,914.0438,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-30,920.2413,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-01-31,967.6675,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-01,987.3463,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-02,1007.795,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-03,1018.1113,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-04,1033.6525,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-05,1013.9938,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-06,1024.6125,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-07,1052.5388,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-08,1054.3438,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-09,988.9475,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-10,993.0788,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-11,1010.0025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-12,999.5125,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-13,996.8575,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-14,1009.2513,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-15,1009.1163,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-16,1034.0825,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-17,1053.1225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-18,1058.4063,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-19,1052.8175,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-20,1083.2413,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-21,1123.6563,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-22,1122.195,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-23,1178.384,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-24,1180.918,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-25,1151.581,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-26,1179.968,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-27,1194.278,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-02-28,1190.888,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-01,1230.016,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-02,1260.924,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-03,1290.786,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-04,1267.68,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-05,1277.685,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-06,1280.868,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-07,1232.431,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-08,1150.481,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-09,1191.815,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-10,1117.025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-11,1181.645,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-12,1229.505,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-13,1243.242,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-14,1246.309,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-15,1259.601,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-16,1172.909,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-17,1070.128,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-18,970.598,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-19,1017.8,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-20,1041.343,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-21,1115.039,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-22,1037.44,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-23,1029.95,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-24,935.946,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-25,964.692,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-26,965.229,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-27,1040.491,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-28,1044.251,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-29,1040.392,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-30,1037.527,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-03-31,1079.748,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-04-01,1089.511,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-04-02,1098.776,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-04-03,1147.631,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-04-04,1143.746,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-04-05,1134.998,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-04-06,1190.597,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-04-07,1193.019,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-04-08,1184.824,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
